status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,openfda.application_number,openfda.brand_name,openfda.generic_name,openfda.manufacturer_name,openfda.product_ndc,openfda.product_type,openfda.route,openfda.substance_name,openfda.rxcui,openfda.spl_id,openfda.spl_set_id,openfda.package_ndc,openfda.is_original_packager,openfda.unii,more_code_info,openfda.upc,openfda.nui,openfda.pharm_class_moa,openfda.pharm_class_epc,openfda.pharm_class_cs,openfda.original_packager_product_ndc,openfda.pharm_class_pe,clean_description
Terminated,Harriman,NY,United States,Class II,Drugs,71494,Life Science Pharmacy Inc,144 Route 17m Ste 4,,10926-3321,Voluntary: Firm initiated,Telephone,Nationwide,D-0505-2016,"METHYLFOLATE Capsules, Rx, compounded by Life Science Pharmacy Inc., Harriman, NY",unknown,Penicillin Cross Contamination: potentially contaminated with penicillin,20150608,20151202,20180611,20151209,All lots,,,,,,,,,,,,,,,,,,,,,,,"methylfolate capsules, rx, compounded by life science pharmacy inc., harriman, ny"
Terminated,Northbrook,IL,United States,Class II,Drugs,69246,Astellas Pharma US Inc,1 Astellas Way,,60062-6111,Voluntary: Firm initiated,Letter,Nationwide,D-0008-2015,"Tarceva (erlotinib) Tablets, 150 mg, 30 count bottle,  Rx only, Manufactured by: Kremers Urban Pharmaceuticals Inc. Seymour, IN 47274 NDC 50242-064-01","9,236 bottles",Failed Dissolution Specifications: The product did not meet the acceptance criteria for the dissolution test during the 24 month routine stability testing.,20140915,20141007,20150519,20141015,"Lot 66482CW, Exp 04/16",['NDA021743'],['TARCEVA'],['ERLOTINIB HYDROCHLORIDE'],"['Genentech, Inc.']","['50242-062', '50242-063', '50242-064']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['ERLOTINIB HYDROCHLORIDE'],"['603203', '603206', '603208', '1088251', '1088253', '1088255']",['5c1bf1f1-3ef7-4411-9305-b4f4080b769a'],['57bccb29-1c47-4c64-ab6a-77960a91cc20'],"['50242-062-01', '50242-063-01', '50242-064-01']",[True],['DA87705X9K'],,,,,,,,,"tarceva (erlotinib) tablets, 150 mg, 30 count bottle,  rx only, manufactured by: kremers urban pharmaceuticals inc. seymour, in 47274 ndc 50242-064-01"
Terminated,Las Vegas,NV,United States,Class II,Drugs,73537,"Meditech Laboratories, Inc",3200 Polaris Ave Ste 27,N/A,89102-8379,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-0807-2016,"Formula 0 (PGE 20 mcg/mL) Injection, 5 mL vials, Rx only, Meditech Laboratories, Inc., 3200 Polaris Ave., Suite 27, Las Vegas, NV  89102.",1320 vials - all formulas,Lack of Assurance of Sterility: incomplete or missing data regarding production.,20160314,20160401,20160607,20160413,"Lot#: 020716-0, Exp 05/07/16",,,,,,,,,,,,,,,,,,,,,,,"formula 0 (pge 20 mcg/ml) injection, 5 ml vials, rx only, meditech laboratories, inc., 3200 polaris ave., suite 27, las vegas, nv  89102."
Ongoing,Juno Beach,FL,United States,Class II,Drugs,75763,Tri-Coast Pharmacy,14125 US Highway 1,N/A,33408-1425,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-0322-2017,"Ultra Amino Energy Cocktail (Methionine (L) 12.5mg/Inositol 25mg/Choline Chloride 25 mg/Methylcobalamin 300mcg/Carnitine (L) 125mg/Thiamine HCL 50mg/Riboflavin-5-Phosphate Sod 5mg/Miacinamide 20mg/Pyridoxine HCL 2mg/Folic Acid 2mg/Ascorbic Acid 50mg/Chromium Picolinate 200mcg/Glutamine (L) 30mg/Arginine HCL 200mg/Lidocaine HCL 10mg/mL), (30 ML).  Compounded by Tri-Coast Pharmacy",870 vials,Lack of Assurance of Sterility,20161117,20170104,,20170111,"Recall includes all sterile products compounded between 05/17/2016 and 11/17/2016.    Known lot codes (Exp Date): 05232016B (11/19/2016), 07272016C (11/30/2016), 07152016H (11/30/2016), 09152016B (12/31/2016), 11022016B (05/01/2017), 06082016B (11/30/2016), 08172016C (12/31/2016), 10202016C (02/28/2017).",,,,,,,,,,,,,,,,,,,,,,,"ultra amino energy cocktail (methionine (l) 12.5mg/inositol 25mg/choline chloride 25 mg/methylcobalamin 300mcg/carnitine (l) 125mg/thiamine hcl 50mg/riboflavin-5-phosphate sod 5mg/miacinamide 20mg/pyridoxine hcl 2mg/folic acid 2mg/ascorbic acid 50mg/chromium picolinate 200mcg/glutamine (l) 30mg/arginine hcl 200mg/lidocaine hcl 10mg/ml), (30 ml).  compounded by tri-coast pharmacy"
Terminated,Phoenix,AZ,United States,Class II,Drugs,82102,"Avella of Deer Valley, Inc. Store 38",24416 N 19th Ave,N/A,85085-1887,Voluntary: Firm initiated,Letter,"Distribution to 13 states: Alabama, Arizona, California, Colorado, Florida, Idaho, Michigan, Minnesota, North Carolina, New Jersey, Oregon, Pennsylvania, Texas.",D-1000-2019,"MAGnesium 2 gm sulfate, added to NS 50 mL, Sterile single use bag, 54 mL, Compounded by Avella Specialty Pharmacy 24416 N 19 th Avenue, Phoenix, AZ 85085 (877) 794-0404, NDC 42852-907-05.","8,500 54 mL bags","Labeling: Incorrect or Missing Lot and/or Exp Date:The product labels contain a Two-Dimensional ( 2D ) barcode that, when scanned, reveals information specific to the batch of the labeled product, including Expiration Date.  The expiration date included within these 2D barcodes is incorrect and does not match the correct expiration date listed on the face of the label itself.",20190208,20190312,20200225,20190220,"138-20181909@53, BUD 12/18/2018; 138-20182009@10, 138-20182009@2, 138-20182009@3, 138-20182009@4,  138-20182009@5, 138-20182009@6,  138-20182009@7, 138-20182009@8, 138-20182009@9, BUD 12/19/2018; 138-20182109@35, BUD 12/20/2018; 138-20180410@54, BUD 1/2/2019; 138-20180510@107, 138-20180510@108, 138-20180510@92, BUD 1/3/2019; 138-20182210@97, BUD 1/20/2019; 138-20181212@103, BUD 3/12/2019.",,,,,,,,,,,,,,,,,,,,,,,"magnesium 2 gm sulfate, added to ns 50 ml, sterile single use bag, 54 ml, compounded by avella specialty pharmacy 24416 n 19 th avenue, phoenix, az 85085 (877) 794-0404, ndc 42852-907-05."
Terminated,Cary,IL,United States,Class II,Drugs,77992,Sage Products Inc,3909 3 Oaks Rd,,60013-1804,Voluntary: Firm initiated,Letter,"Distributed Nationwide in the USA and Puerto Rico,  Canada, United Kingdom, Ireland, Netherlands, New Zealand",D-0360-2018,"Toothette Oral Care Short-Term Oral Swab System with Perox-A-Mint solution, Contains 20 Toothette Plus Oral Swabs with sodium bicarbonate, 1.5 fl.oz/44ml bottle Perox-A-Mint solution, .5 oz/14g tube of Mouth Moisturizer, Sage Products, Inc., 3909 Three Oaks Road, Cary, IL 60013. Product code 6000, UPC 6 18029 8001 5","25,409 cases",Cross Contamination With Other Products: Oral care solutions were manufactured by a third party supplier on equipment shared with non-pharmaceutical products,20170822,20180209,20181213,20180221,"Lots:52115, EXP 08/04/2017; 52284, 52631, 53005, EXP 09/21/2017; 53012, 53343, EXP 12/02/2017; 53475, 53754, EXP 12/06/2017; 53765, 54130, 54146, 54158, 54166, 54179, 54502, EXP 01/19/2018; 54518, 54658, 54984, EXP 03/08/2018; 55063, 55540, 56029, EXP 04/25/2018; 56308, 56427, EXP 11/19/2017; 56442, 56620, EXP 05/27/2018; 56713, EXP 04/25/2018; 56737, 57067, 57325, EXP 05/27/2018; 57531, EXP 08/25/2018; 57932, 58115, EXP 09/08/2018; 58712, EXP 04/25/2018; 58757, 59015, EXP 09/14/2018; 59086, 59518, EXP 09/22/2018; 59565, 59764, EXP 11/22/2018; 60101, 60582, EXP 12/19/2018; 60637, EXP 01/23/2019; 61184, EXP 05/27/2018; 61195, 61654, EXP 01/23/2019;",,,,,,,,,,,,,,,,,,,,,,,"toothette oral care short-term oral swab system with perox-a-mint solution, contains 20 toothette plus oral swabs with sodium bicarbonate, 1.5 fl.oz/44ml bottle perox-a-mint solution, .5 oz/14g tube of mouth moisturizer, sage products, inc., 3909 three oaks road, cary, il 60013. product code 6000, upc 6 18029 8001 5"
Terminated,Dublin,OH,United States,Class II,Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0424-2021,"ERYTHROMYCIN TABLETS, USP 250MG 30; NDC/UPC 69238-1484-3; RX; TABLETS",135 CARTON,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20240617,20210602,AM200540,['ANDA209720'],['ERYTHROMYCIN'],['ERYTHROMYCIN'],['Amneal Pharmaceuticals NY LLC'],"['69238-1484', '69238-1485']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['ERYTHROMYCIN'],"['197650', '598006']",['61ae864e-1e74-40c1-b67f-22ea1e6f9f21'],['0aaf09b7-a78b-4525-a857-ef12e3f4b2f9'],"['69238-1484-3', '69238-1484-1', '69238-1485-3', '69238-1485-1']",[True],['63937KV33D'],,"['0369238148411', '0369238148534', '0369238148435', '0369238148510']","['N0000009982', 'N0000175877', 'N0000175935', 'M0028311']",,"['Macrolide [EPC]', 'Macrolide Antimicrobial [EPC]']",['Macrolides [CS]'],,['Decreased Sebaceous Gland Activity [PE]'],"erythromycin tablets, usp 250mg 30; ndc/upc 69238-1484-3; rx; tablets"
Terminated,Las Vegas,NV,United States,Class II,Drugs,74187,Well Care Compounding Pharmacy,3430 E Tropicana Ave Ste 9,N/A,89121-7345,Voluntary: Firm initiated,Press Release,NV,D-1000-2016,"METHYLCOBALAMIN 1 MG/ML, packaged in 1mL and 5mL vials, Rx only, Well Care Compounding Pharmacy Las Vegas, NV 89121",869 Units (Total All Products),Lack of Assurance of Sterility: FDA inspection identified GMP violations potentially impacting product quality and sterility.,20160517,20160609,20170113,20160615,"Lot #: 01062016: 32@16, Exp.04/06/2016; Lot #: 01252016:   96@51, Exp. 07/23/2016; Lot #: 03302016: 68@42, Exp.  09/25/2016; Lot #: 04042016:11@27, Exp.10/02/2016; Lot #: 04122016: 90@15, Exp. 10/09/2016  04202016:57@13, Exp.10/22/2016.",,,,,,,,,,,,,,,,,,,,,,,"methylcobalamin 1 mg/ml, packaged in 1ml and 5ml vials, rx only, well care compounding pharmacy las vegas, nv 89121"
Terminated,Pennington,NJ,United States,Class II,Drugs,90618,Zydus Pharmaceuticals (USA) Inc,73 Route 31 N,,08534-3601,Voluntary: Firm initiated,Letter,Nationwide.,D-1351-2022,"Fulvestrant Injection 250mg/5mL (50 mg/mL), Contains 2 Single-Dose Prefilled Syringes, Rx Only, Product of India, Manufactured by: Cadila Healthcare Limited, Ahmadabad, India, Distributed by: Zydus Pharmaceuticals (USA ) Inc.m Pennington, NJ 08534, NDC 70710-1688-8.",1116 boxes,Failed Impurities/Degradation Specifications,20220715,20220817,20240618,20220824,Lot # B200076; Exp 31 JAN 2024,['ANDA215234'],['FULVESTRANT'],['FULVESTRANT'],['Zydus Pharmaceuticals USA Inc.'],['70710-1688'],['HUMAN PRESCRIPTION DRUG'],['INTRAMUSCULAR'],['FULVESTRANT'],['727762'],['b2f2e6fc-229a-46a6-ad64-02e665f8e942'],['994edf79-20a5-4e3a-bb35-c4fe3e65acba'],"['70710-1688-2', '70710-1688-8']",[True],['22X328QOC4'],,,"['N0000175582', 'N0000000145', 'N0000000168']","['Estrogen Receptor Antagonists [MoA]', 'Selective Estrogen Receptor Modulators [MoA]']",['Estrogen Receptor Antagonist [EPC]'],,,,"fulvestrant injection 250mg/5ml (50 mg/ml), contains 2 single-dose prefilled syringes, rx only, product of india, manufactured by: cadila healthcare limited, ahmadabad, india, distributed by: zydus pharmaceuticals (usa ) inc.m pennington, nj 08534, ndc 70710-1688-8."
Terminated,Clive,IA,United States,Class II,Drugs,68626,Medical Supply Liquidators Llc,10500 Hickman Rd Ste F,N/A,50325-3706,Voluntary: Firm initiated,E-Mail,"Nationwide and Foriegn distribution was made to Canada, United Kingdom, Australia, Slovenia, Germany, Spain, Finland and Croatia.",D-1529-2014,"Vitamin B12 Hydroxocobalamin Injection USP 1000 mcg/ml, Sterile, 30 ml vial, For IM or Deep SQ Use, Multiple Dose Vial, Manufactured by: CB Inc. for Sunshine Labs, www.sunshinelabs.us.",N/A,Marketed without an Approved NDA/ANDA; IM and SQ injectable products are being recalled because the manufacturing firm is not registered with the FDA as a drug manufacturer,20140625,20140806,20170314,20140813,All lot numbers and exp dates,,,,,,,,,,,,,,,,,,,,,,,"vitamin b12 hydroxocobalamin injection usp 1000 mcg/ml, sterile, 30 ml vial, for im or deep sq use, multiple dose vial, manufactured by: cb inc. for sunshine labs, www.sunshinelabs.us."
Terminated,Dawsonville,GA,United States,Class II,Drugs,91921,Direct Rx,94 Worldwide Dr,N/A,30534-6828,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0480-2023,"Glimepiride, USP, 1 mg Tablets, Rx Only, Packaged as a a) 30-count bottle, NDC 61919-0723-30; b) 90-count bottle, NDC 61919-0723-90 Packaged and Distributed By: Direct Rx, Dawsonville, GA 30534",30 count: 4 bottles; 90 count: 172 bottles,cGMP deviations,20230313,20230324,20240617,20230405,"a) [30 count bottles] Lot, expiry:  07MA2208, exp 5/31/2024   b) [90 count bottles] Lot, expiry: 09AU2128 , exp 1/31/2024;  28JY2102  , exp 1/31/2024;  06AU2103 , exp 1/31/2024 ;  03JA2210  , exp 1/31/2024 ;  14JY2114  , exp 1/31/2024 ;  05NO2106 , exp 2/29/2024 ;  13OC2118 , exp 2/29/2024 ;  08DE2121 , exp 2/29/2024 ;",,,,,,,,,,,,,,,,,,,,,,,"glimepiride, usp, 1 mg tablets, rx only, packaged as a a) 30-count bottle, ndc 61919-0723-30; b) 90-count bottle, ndc 61919-0723-90 packaged and distributed by: direct rx, dawsonville, ga 30534"
Terminated,Sellersville,PA,United States,Class II,Drugs,66872,"Teva Pharmaceuticals USA, Inc.",650 Cathill Rd,,18960-1512,Voluntary: Firm initiated,Letter,Nationwide,D-1061-2014,"Valacyclovir Hydrochloride Tablets, 1 g, 30 count bottle, Rx only manufactured in Israel by Teva Pharmaceuticals Ind., LTD, Jerusalem, Israel, Manufactured for Teva Pharmaceuticals USA, Sellersville, PA.   NDC #0093-7259-56","7,020 bottles",Presence of Foreign Tablets/Capsules: Potential of Pravastatin tablet fragments in bottles of Valacyclovir 1 gm Tablets.,20131108,20140204,20140827,20140212,Lot W22042,,,,,,,,,,,,,,,,,,,,,,,"valacyclovir hydrochloride tablets, 1 g, 30 count bottle, rx only manufactured in israel by teva pharmaceuticals ind., ltd, jerusalem, israel, manufactured for teva pharmaceuticals usa, sellersville, pa.   ndc #0093-7259-56"
Terminated,Spokane,WA,United States,Class II,Drugs,83253,First Pharma Associates LLC dba Riverpoint Pharmacy,1802 N Monroe St,,99205-4528,Voluntary: Firm initiated,Telephone,"ID, WA only",D-1479-2019,"PAP/PHEN/PGE1 22 mg/0.8mg/8mcg/mL Injection, 5mL vial, Rx only, First Pharma Associates dba Riverpoint Pharmacy, Spokane, WA 99205, (509) 343-6252",5 mL,Lack of Assurance of Sterility.,20190626,20190711,20230606,20190717,"Lot #: 06112019@32, Exp. 07/27/2019",,,,,,,,,,,,,,,,,,,,,,,"pap/phen/pge1 22 mg/0.8mg/8mcg/ml injection, 5ml vial, rx only, first pharma associates dba riverpoint pharmacy, spokane, wa 99205, (509) 343-6252"
Terminated,Sugar Land,TX,United States,Class II,Drugs,77634,"PharMedium Services, Llc",12620 W Airport Blvd Ste 130,N/A,77478-6200,Voluntary: Firm initiated,Press Release,Nationwide,D-0991-2017,"Potassium PHOSphate in 0.9% Sodium Chloride Injection, 7 mMol in 100 mL in 150 mL Intravia Bag, Rx Only, PharMEDium Services, LLC 12620 W. Airport Blvd #130 Sugar Land, TX 77478 800-523-7749 Service Code 2K5284 NDC# 61553-284-48",N/A,Lack of Assurance of Sterility; media fill failure at manufacturer,20170626,20170714,20200429,20170726,"Lots: 171220061D Exp. 8/1/2017, 171250023D Exp. 8/6/2017, 171430008D Exp. 8/22/2017, 171450015D Exp. 8/24/2017, 171510062D Exp. 8/30/2017",,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate in 0.9% sodium chloride injection, 7 mmol in 100 ml in 150 ml intravia bag, rx only, pharmedium services, llc 12620 w. airport blvd #130 sugar land, tx 77478 800-523-7749 service code 2k5284 ndc# 61553-284-48"
Terminated,Ocala,FL,United States,Class II,Drugs,62443,"Franck's Lab Inc., d.b.a. Franck's Compounding Lab",1210 SW 33rd Avenue,,34474-5138,Voluntary: Firm initiated,Letter,"Nationwide, Bahamas, Columbia, Dominican Republic, Grand Cayman, Guatemala, Poland, Santo Domingo, Venezuela, West Indies",D-1569-2012,MANNITOL 20% INJECTABLE	1250 ML  	  	250 ML  	  	2500 ML  	  	400 ML;  	  MANNITOL 25% INJECTABLE	1200 ML  	  	300 ML  	  	  	  	350 ML  	400 ML  	600 ML  (9 DIFFERENT PRODUCTS),17 units,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,20120521,20120810,20140815,20120822,Rx #'s:  0391527    0391528    0393746      0391527    0391528    0393746      0403451    0404796    0397463    0402780      0402781    0402208    0396691    0402780,,,,,,,,,,,,,,,,,,,,,,,mannitol 20% injectable	1250 ml  	  	250 ml  	  	2500 ml  	  	400 ml;  	  mannitol 25% injectable	1200 ml  	  	300 ml  	  	  	  	350 ml  	400 ml  	600 ml  (9 different products)
Terminated,Columbus,OH,United States,Class II,Drugs,71553,American Health Packaging,2550 John Glenn Ave,Suite A,43217-1188,Voluntary: Firm initiated,Letter,Nationwide,D-1218-2015,"Amlodipine besylate tablets, USP 2.5mg, packaged in 10-count blisters (NDC 68084-498-11); 10 blister packs per carton (NDC 68084-498-01); Rx only,  Manufactured by: Wockhardt Limited, Mumbai, India, Distributed by: Wockhardt, USA, LLC 20 Waterview Blvd. Parsippany, NJ 07054 USA for American Health Packaging 2550-A John Glenn Avenue, Columbus, OH 43217.","1,896 cartons",CGMP Deviations: Firm did not adequately investigate customer complaints.,20150601,20150708,20170222,20150715,"Lot #: 131924, Exp 07/31/2015",,,,,,,,,,,,,,,,,,,,,,,"amlodipine besylate tablets, usp 2.5mg, packaged in 10-count blisters (ndc 68084-498-11); 10 blister packs per carton (ndc 68084-498-01); rx only,  manufactured by: wockhardt limited, mumbai, india, distributed by: wockhardt, usa, llc 20 waterview blvd. parsippany, nj 07054 usa for american health packaging 2550-a john glenn avenue, columbus, oh 43217."
Terminated,Arutla,N/A,India,Class II,Drugs,81442,Aurobindo Pharma Limited (Unit I),385 386 Bulk Active Plant,Unit I; Survey 379,N/A,Voluntary: Firm initiated,Letter,Product was distributed to one customer in NY.,D-0127-2019,Irbesartan Bulk Active Pharmaceutical Ingredient.,1724.8 kgs.,"CGMP Deviation: Presence of NDEA (N-Nitrosodimethylamine), a carcinogen impurity, detected in the active ingredient.",20181024,20181031,20200327,20181107,"Manufacturing batch numbers:  1601100782, dispatch batch number 1601101589, exp. date 12/01/2018  1601100783, dispatch batch number 1601101590, exp. date 12/01/2018  1701111861, dispatch batch number 1701113404, exp. date 09/01/2020  1701112170, dispatch batch number 1701113405, exp. date 09/01/2020  1701112501, dispatch batch number 1701113406, exp. date 09/01/2020  1701112056, dispatch batch number 1701113407, exp. date 09/01/2020  1701112558, dispatch batch number 1701114283, exp. date 10/01/2020  1701112559, dispatch batch number 1701114285, exp. date 10/01/2020  1701112589, dispatch batch number 1701114286, exp. date 10/01/2020  1701113300, dispatch batch number 1701114289, exp. date 10/01/2020  1701113301, dispatch batch number 1701114291, exp. date 10/01/2020  1701113302, dispatch batch number 1701114708, exp. date 10/01/2020  1701113312, dispatch batch number 1701114709, exp. date 10/01/2020  1701115460, dispatch batch number 1701117039, exp. date 11/01/2020  1701115974, dispatch batch number 1701117040, exp. date 11/01/2020  1701115460, dispatch batch number 1701117041, exp. date 11/01/2020  1701115738, dispatch batch number 1701117042, exp. date 11/01/2020  1701115739, dispatch batch number 1701117043, exp. date 11/01/2020  1701115740, dispatch batch number 1701117044, exp. date 11/01/2020  1701115741, dispatch batch number 1701117045, exp. date 11/01/2020  1701115742, dispatch batch number 1701117046, exp. date 11/01/2020",,,,,,,,,,,,,,,,,,,,,,,irbesartan bulk active pharmaceutical ingredient.
Terminated,Fayetteville,AR,United States,Class II,Drugs,91229,OurPharma LLC,2512 S City Lake Rd,N/A,72701-5013,Voluntary: Firm initiated,Letter,MO,D-0078-2023,"FentaNYL Citrate 2.5 mg/50 mL (50mcg/ml) Injection Solution, Preservative Free, Single Use 50 ml Cassette, Rx Only, Repackaged by OurPharma, LLC. 2512 S. City Lake Rd. Fayetteville, AR 72701, 1-833-290-2654, NDC 73013-001-01",691 cassettes,Underfilled units.,20221129,20221209,20240920,20221221,Lots: 100122060007 Exp. 12/17/2022; 100122060008 Exp. 12/18/2022; 100122070002 Exp. 01/09/2023.,,,,,,,,,,,,,,,,,,,,,,,"fentanyl citrate 2.5 mg/50 ml (50mcg/ml) injection solution, preservative free, single use 50 ml cassette, rx only, repackaged by ourpharma, llc. 2512 s. city lake rd. fayetteville, ar 72701, 1-833-290-2654, ndc 73013-001-01"
Terminated,Wilsonville,OR,United States,Class II,Drugs,69519,"Oregon Compounding Centers, Inc. dba Creative Compounds",8560 Sw Salish Ln Ste 100,N/A,97070-9625,Voluntary: Firm initiated,Press Release,"Oregon, Washington",D-0188-2015,"EPINEPHRINE/WATER, preservative free 1:1000, injectable, 1 mL glass vial, RX, Creative Compounds, Wilsonville, OR 97070",10 mL,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,20141006,20141031,20150630,20141112,"Lot #: 20140913@2, discard date: 10/18/2014",,,,,,,,,,,,,,,,,,,,,,,"epinephrine/water, preservative free 1:1000, injectable, 1 ml glass vial, rx, creative compounds, wilsonville, or 97070"
Terminated,Vancouver,WA,United States,Class II,Drugs,65707,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-514-2014,"PROPRANOLOL HCL, Tablet, 10 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 16714002104",100 Tablets,"Labeling: Label Mixup; PROPRANOLOL HCL, Tablet, 10 mg may be potentially mislabeled as    PIOGLITAZONE HCL, Tablet, 15 mg, NDC 00093204856, Pedigree: AD52778_70, EXP: 5/21/2014.",20130702,20140116,20140207,20140122,"PROPRANOLOL HCL, Tablet, 10 mg has the following code    Pedigree: AD52778_73, EXP: 5/21/2014.",,,,,,,,,,,,,,,,,,,,,,,"propranolol hcl, tablet, 10 mg, rx only, distributed by: aidapak service, llc, ndc 16714002104"
